LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,102.7546995,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,100.8774052,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,100.199607,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,99.86867546,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,99.28402392,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,100.7335686,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,101.2082769,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,101.7900373,
ITA,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,101.2050371,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,101.3213678,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,107.3161442,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,106.0777183,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,104.6281261,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,104.4993844,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,106.6920469,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,107.2065562,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,105.6013563,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,102.7547724,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,100.8774052,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,100.199607,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,99.86869515,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,99.2840435,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,100.8412287,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,101.2844548,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,102.0077579,
ITA,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,101.4215064,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,102.0392837,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,107.2945463,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,106.0029182,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,104.566399,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,104.4546246,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,106.6903364,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,107.2110537,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,105.6012587,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,102.7546774,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,100.8774052,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,100.199607,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,99.86868651,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,99.2840349,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,100.7243824,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,101.1896724,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,101.7708155,
ITA,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,101.1859257,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,107.3161442,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,106.0777183,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,104.6281261,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,104.4993844,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,106.6920469,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,107.2065562,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,105.6013563,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,102.7547724,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,100.8774052,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,100.199607,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,99.86869515,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,99.2840435,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,100.8412287,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,101.2844548,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,102.0077579,
ITA,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,101.4215064,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,110.766305,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,109.60539,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,110.0489288,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,105.3332035,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,101.5400252,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,101.7515178,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,100.6842485,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,99.86537146,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,100.4020407,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,100.7807058,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,99.8459138,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,98.944675,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,99.73611798,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,100.0192887,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,99.90024557,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,99.8644693,
JPN,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,99.62886081,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,110.766305,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,109.60539,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,110.0489288,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,105.3332035,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,101.5400252,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,101.7515178,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,100.6842485,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,99.86537146,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,100.4020407,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,100.7807058,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,99.8459138,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,98.944675,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,99.73611798,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,100.0192887,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,99.90024557,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,99.8644693,
JPN,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,99.62886081,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2000,110.8329815,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,109.6229662,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,110.0489288,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,105.3332035,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,101.5400252,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,101.7515178,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,100.6842485,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,99.86537146,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,100.4020407,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,100.7807058,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,99.8459138,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,98.944675,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,99.73611798,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,99.98340094,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,99.90024557,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,99.8644693,
JPN,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,99.62886081,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,97.30836604,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,98.32294498,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,98.01671066,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,96.48034572,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,93.30875438,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,90.99246357,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,92.94597808,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,93.61930447,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,94.88724804,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,95.67088464,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,101.9607731,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,103.781116,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,104.9447882,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,105.9055411,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,108.0647755,
KOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,107.408668,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,97.66024106,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,98.6718777,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,98.36149767,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,96.81642837,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,93.63378901,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,91.30942977,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,93.2590287,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,93.92758242,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,95.19409,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,95.97686737,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,101.9642825,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,103.7884389,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,104.955183,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,105.9180825,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,108.0807419,
KOR,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,107.4257716,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,98.71628229,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,99.74554077,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,99.43487566,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,97.87628167,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,94.65880183,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,92.30899752,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,94.29077666,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,94.97384514,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,96.26013409,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,97.05510882,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,102.0034444,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,103.8701571,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,105.0711804,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,106.0580334,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,108.2589128,
KOR,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,108.9627215,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,94.94527062,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,95.93606175,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,95.62725869,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,94.11592324,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,91.02205738,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,91.30942977,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,93.2590287,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,93.92758242,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,95.19409,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,95.97686737,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,99.08954021,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,103.7884389,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,104.955183,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,105.9180825,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,108.0807419,
KOR,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,107.4257716,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,87.39130811,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,87.11181953,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,87.29859153,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,93.42072728,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,99.68954493,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,97.98870592,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,95.62329558,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,97.96969083,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,98.58535456,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,100.7960155,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,98.63743029,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,97.21401875,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,97.65149686,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,89.80989172,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,88.77255755,
LUX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,89.16504677,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,69.70359166,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,69.48052789,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,69.62936108,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,66.75617188,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,69.17207623,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,95.4431207,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,93.13915983,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,95.42943631,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,96.02901102,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,100.7960155,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,96.1023257,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,94.71549761,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,95.1193685,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,86.94440434,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,85.94023602,
LUX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,86.85296924,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2005,87.39130811,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2006,87.11181953,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2007,87.29859153,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2008,93.42072728,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2009,99.68954493,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2010,97.98870592,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2011,95.62329558,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2012,97.96969083,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2013,98.58535456,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2014,100.7960155,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2015,100,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2016,98.63743029,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2017,97.21401875,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2018,97.65149686,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2019,89.80989172,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2020,88.77255755,
LUX,TEACHERSALARY,UPPSRY_15YREXP,IDX2010,A,2021,89.16504677,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,69.70359166,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,69.48052789,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,69.62936108,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,66.75617188,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,69.17207623,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,95.4431207,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,93.13915983,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,95.42943631,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,96.02901102,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,100.7960155,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,96.1023257,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,94.71549761,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,95.1193685,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,86.94440434,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,85.94023602,
LUX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,86.85296924,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2000,82.28587464,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,92.61133705,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,92.63945596,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,92.86738407,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,93.01414812,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,93.88678901,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2010,95.56018519,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2011,97.53386205,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2012,98.07542684,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2013,97.03625529,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2014,99.39643202,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2015,100,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2016,108.9039599,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2017,107.6658363,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2018,108.0468897,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2019,108.7691835,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2020,108.5881628,
MEX,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2021,103.4338499,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2000,82.96644491,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2005,92.99826106,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2006,92.98986106,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2007,93.17781617,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2008,93.39706258,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2009,94.46040586,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2010,95.43248257,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2011,97.89765781,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2012,96.93204265,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2013,96.96198155,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2014,99.36071833,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2015,100,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2016,109.0366659,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2017,107.8676448,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2018,108.4008551,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2019,109.1913013,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2020,109.0665121,
MEX,TEACHERSALARY,PRY15YREXP,IDX2010,A,2021,103.8894949,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2000,82.96644491,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2005,92.99826106,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2006,92.98986106,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2007,93.17781617,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2008,93.39706258,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2009,94.46040586,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2010,95.43248257,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2011,97.89765781,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2012,96.93204265,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2013,96.96198155,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2014,99.36071833,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2015,100,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2016,109.0366659,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2017,107.8676448,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2018,108.4008551,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2019,109.1913013,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2020,109.0665121,
MEX,TEACHERSALARY,EARLYCHILDEDU_15YREXP,IDX2010,A,2021,103.8894949,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2005,86.02777263,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2006,85.54633835,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2007,86.44973246,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2008,88.58549131,
NOR,TEACHERSALARY,LOWSRY_15YREXP,IDX2010,A,2009,89.87593348,
